iter	F1	Logloss
152	0.6104448743	0.5258101578
153	0.6097230292	0.5255492987
154	0.6091331269	0.5253074541
155	0.6082414393	0.525117149
156	0.6090152834	0.5248247079
157	0.6090152834	0.524607566
158	0.6100908564	0.5244572392
159	0.6114649682	0.5242743926
160	0.612536162	0.5239265412
161	0.612536162	0.5237526447
162	0.6136057044	0.5235229046
163	0.6136057044	0.5232896847
164	0.6130711394	0.5229730606
165	0.6157398499	0.5227223175
166	0.6161538462	0.5225502452
167	0.6165095247	0.5222739424
168	0.6174548251	0.5221322215
169	0.6192854399	0.521873127
170	0.6182237601	0.5218226575
171	0.6183426264	0.5215252391
172	0.6192854399	0.5212086787
173	0.6212324822	0.5209584912
174	0.620994051	0.5206736098
175	0.6225800268	0.5204153959
176	0.6218809981	0.5201989039
177	0.6228187919	0.5199085513
178	0.6244014557	0.5195750587
179	0.6249282022	0.5193367711
180	0.6242818843	0.519072927
181	0.6248085758	0.5188966197
182	0.6246889952	0.5187639829
183	0.6249282022	0.5184760637
184	0.6248085758	0.5182249077
185	0.6249282022	0.5179333543
186	0.6250478744	0.5177524401
187	0.6250478744	0.5176310481
188	0.6263399694	0.5173868649
189	0.6258138644	0.5169838239
190	0.6262200957	0.516756208
191	0.626459889	0.5163407102
192	0.6267457433	0.5158396457
193	0.6268656716	0.5156078317
194	0.6268656716	0.5153955395
195	0.6286806883	0.5152106786
196	0.628800918	0.514921491
197	0.6290846551	0.5147041909
198	0.629608405	0.5145535515
199	0.6314585319	0.5143423082
200	0.6326219512	0.5140867447
201	0.632221163	0.5138748857
202	0.6332634788	0.5138208621
203	0.6328631338	0.5136298251
204	0.6333841463	0.5132956659
205	0.6340255287	0.5131118381
206	0.634944804	0.5120959623
207	0.6354642314	0.5118760809
208	0.6359832636	0.5116517842
209	0.6358623312	0.5114456769
210	0.6358623312	0.5111784283
211	0.6357414449	0.5109166017
212	0.6351017304	0.5106879947
213	0.6362599772	0.5105349052
214	0.6361390842	0.5103463483
215	0.6365362704	0.5101709384
216	0.6366913299	0.509970791
217	0.6382090685	0.5096863967
218	0.6379670017	0.5094427852
219	0.6375711575	0.5092918687
220	0.6383623958	0.5089135632
221	0.6387573404	0.508703573
222	0.6397879992	0.5085590749
223	0.639272865	0.5082580043
224	0.6386363636	0.5079660119
225	0.6404536862	0.5078186389
226	0.6403326403	0.5076688237
227	0.6412386707	0.5075608421
228	0.6417516044	0.5073218046
229	0.6420218785	0.5071522861
230	0.6425339367	0.5070334459
231	0.6426551009	0.5069051783
232	0.6435568953	0.5066958778
233	0.6444569923	0.5065263945
234	0.6449670743	0.5063727964
235	0.6442144873	0.506172614
236	0.6447244687	0.5060626986
237	0.6447244687	0.5059069059
238	0.6448703495	0.5055987317
239	0.6462521135	0.5054706595
240	0.6484052533	0.5053602978
241	0.6478978979	0.5052143197
242	0.6471471471	0.505037734
243	0.6471471471	0.5048412761
244	0.6472686315	0.5046842127
245	0.6480405025	0.5044941566
246	0.6492970947	0.5043196172
247	0.6506926245	0.5041286864
248	0.6508144542	0.5039281937
249	0.6495598427	0.5036392585
250	0.6499438413	0.5034016755
251	0.6511976048	0.5030484372
252	0.6514584892	0.5028125559
253	0.6520845018	0.5025387249
254	0.650710546	0.502321233
255	0.6518241347	0.5021470826
256	0.6523284085	0.501933767
257	0.6511976048	0.5016672972
258	0.6520845018	0.5014716299
259	0.6529697422	0.5013709606
260	0.6527102804	0.5012595196
261	0.6537168472	0.5010648051
262	0.6532137519	0.5009498614
263	0.653350756	0.5007859907
264	0.6545997388	0.5005410683
265	0.6532288167	0.5003431365
266	0.6532288167	0.5002799708
267	0.6541115048	0.500123623
268	0.6564942315	0.4999390517
269	0.6576157709	0.4997286199
270	0.6604754829	0.4994993655
271	0.6594795539	0.4992195655
272	0.661095636	0.4990592583
273	0.661218425	0.4988946714
274	0.6613412595	0.4988306809
275	0.661961367	0.4986937466
276	0.6623352515	0.4984924476
277	0.6614699332	0.4983340156
278	0.6614699332	0.4980809442
279	0.6614699332	0.4979473482
280	0.6632047478	0.4977964481
281	0.6627087199	0.4976676119
282	0.6641957005	0.4974117646
283	0.6641957005	0.4971972191
284	0.663949611	0.4970737529
285	0.664321422	0.4970000622
286	0.6649389115	0.4967017657
287	0.6644444444	0.496553522
288	0.6644444444	0.4963440628
289	0.6644444444	0.4961935027
290	0.6653098982	0.4960403796
291	0.6664201183	0.4958489933
292	0.6662969126	0.4956842271
293	0.6646906262	0.4954289754
294	0.6660499537	0.4953137124
295	0.6660499537	0.4952068509
296	0.6667900093	0.495023568
297	0.667775929	0.4948419817
298	0.6682683423	0.4945909275
299	0.6682683423	0.4944345438
300	0.6703580657	0.4942235432
301	0.6710914454	0.4940905409
302	0.6731725281	0.4937469264
303	0.6743972023	0.4934813544
304	0.6734279919	0.4933051819
305	0.6736686936	0.4931570174
306	0.6739090407	0.4929184027
307	0.6739090407	0.4928535102
308	0.675248253	0.4926890389
309	0.6763462599	0.4925008547
310	0.6758494031	0.492157963
311	0.6743886744	0.4919797492
312	0.6759735489	0.4918172236
313	0.6758494031	0.4917190989
314	0.6762114537	0.4915776739
315	0.6770584999	0.4913715134
316	0.6780407265	0.4911435247
317	0.6790100825	0.490947208
318	0.6791345801	0.4907629946
319	0.6785255822	0.4906314338
320	0.6785255822	0.4905828943
321	0.6791345801	0.4904971275
322	0.6792591234	0.4903049842
323	0.6793837124	0.4901248519
324	0.6796187683	0.4899883317
325	0.6798679868	0.4897326608
326	0.6807107529	0.4895171671
327	0.6807107529	0.4890780326
328	0.6805860806	0.4888826426
329	0.6804614539	0.4887754106
330	0.6800878477	0.4884763477
331	0.681660267	0.4882614386
332	0.681177977	0.4880461467
333	0.6810534016	0.4879688077
334	0.6809288718	0.4877941099
335	0.681535649	0.4876776218
336	0.6820175439	0.4874691718
337	0.6832298137	0.4872156347
338	0.6837107378	0.4871231254
339	0.6832298137	0.4870136298
340	0.6836044599	0.4868427079
341	0.6834979876	0.4866700795
342	0.6839605407	0.4864716342
343	0.6851716581	0.4862490932
344	0.68456621	0.4861540072
345	0.6852968037	0.4860402138
346	0.6851716581	0.4858486748
347	0.6857768852	0.4856643215
348	0.6860062032	0.4853768238
349	0.6851716581	0.4852486683
350	0.6863818912	0.4850097141
351	0.6859021183	0.4848341226
352	0.6857768852	0.4846981458
353	0.6856516977	0.4844725099
354	0.6867359971	0.4842496168
355	0.686507212	0.4840733366
356	0.6868613139	0.4838434523
357	0.6869866764	0.4836969336
358	0.6877167366	0.4834896364
359	0.6878422782	0.4833539214
360	0.6873630387	0.4832123825
361	0.6883211679	0.4830631521
362	0.6877167366	0.4828797213
363	0.6873630387	0.4827511878
364	0.6875912409	0.4825792262
365	0.6886740835	0.4824277744
366	0.6891522334	0.4822392766
367	0.6887997081	0.482097219
368	0.6887997081	0.4820215461
369	0.6891522334	0.4818258298
370	0.6884467969	0.4815289467
371	0.6889253786	0.4813590855
372	0.6885724717	0.4812006221
373	0.6900072939	0.4809783818
374	0.6890510949	0.4808072257
375	0.6896551724	0.4806614647
376	0.6894285193	0.4804364071
377	0.6913400182	0.4801070349
378	0.6911147601	0.4799441684
379	0.6907630522	0.4797372967
380	0.6913670378	0.4796426451
381	0.6912408759	0.4795018586
382	0.6920692799	0.4793246683
383	0.6930224085	0.479179628
384	0.6950509461	0.4790223669
385	0.6941005098	0.4787831349
386	0.6941005098	0.4786799178
387	0.6947023484	0.4786072479
388	0.6947023484	0.4785075862
389	0.6956521739	0.4777195733
390	0.6957787482	0.4775462721
391	0.6957787482	0.4773631117
392	0.696	0.4768978348
393	0.6961265685	0.4767243298
394	0.696	0.4763887069
395	0.698965705	0.4761006543
396	0.7011952191	0.4758019525
397	0.7015384615	0.4755265798
398	0.7020083228	0.4753570784
399	0.7021353601	0.4751499203
400	0.703074141	0.4749084771
401	0.7020968908	0.4746485513
402	0.7030346821	0.4744957074
403	0.7038440715	0.4743703716
404	0.7040982127	0.4743017765
405	0.7043117445	0.4741520392
406	0.7050333754	0.4739962659
407	0.7044388307	0.4738623027
408	0.7040982127	0.4736329512
409	0.7046931408	0.4734745412
410	0.7051605918	0.4732217807
411	0.7066883	0.4730606682
412	0.7066883	0.4724892032
413	0.7063492063	0.4723862967
414	0.7058823529	0.4722195562
415	0.7066883	0.4720475298
416	0.7065609229	0.4718491032
417	0.7082132565	0.4715941391
418	0.7072819034	0.4714791187
419	0.7082132565	0.4713265147
420	0.7076202486	0.4711737338
421	0.7076202486	0.4710960202
422	0.7076202486	0.4709630697
423	0.7085508551	0.4707796581
424	0.7079582283	0.470568104
425	0.7072819034	0.4702283061
426	0.7069431921	0.4700207151
427	0.7098632109	0.4697449091
428	0.7103274559	0.4695055342
429	0.7112549443	0.4693218533
430	0.7108390349	0.4689482505
431	0.7125651627	0.4687362685
432	0.7123583378	0.4685146613
433	0.7130778917	0.4683117225
434	0.7132061893	0.4679839768
435	0.7129996399	0.4677424421
436	0.7145169995	0.4675118568
437	0.7153127247	0.4673030993
438	0.7154413086	0.4671190283
439	0.7153127247	0.4666159799
440	0.71420873	0.4664186918
441	0.7153887592	0.4657267611
442	0.7167713004	0.4654794494
443	0.7164393396	0.4652131139
444	0.7176175099	0.4650328309
445	0.7171572146	0.4647593284
446	0.716954023	0.464516334
447	0.7170285304	0.4643758149
448	0.7174887892	0.4641713897
449	0.7174887892	0.4639429194
450	0.7179487179	0.4638457881
451	0.7197851388	0.4636018266
452	0.7199140401	0.4633895455
453	0.7199140401	0.4630898749
454	0.7215461704	0.4629213754
455	0.7216753177	0.4628247429
456	0.7220035778	0.4625656836
457	0.7223912654	0.462341347
458	0.7233053121	0.4620822604
459	0.7234347048	0.4618875365
460	0.7235641439	0.4618004019
461	0.7235641439	0.4614942209
462	0.724803431	0.4613334595
463	0.7249329759	0.4611550841
464	0.7260396216	0.4608889898
465	0.7257142857	0.4607659744
466	0.7258439007	0.4606218587
467	0.7267535249	0.4604853369
468	0.7282453638	0.4602762755
469	0.728309282	0.4596672927
470	0.7281795511	0.4592901526
471	0.7280498664	0.4590107399
472	0.7284390592	0.4587854057
473	0.7281795511	0.4582641672
474	0.7281795511	0.4580330408
475	0.7290850837	0.4578181905
476	0.7292148834	0.4576126738
477	0.72960456	0.457298811
478	0.7301869991	0.4571396404
479	0.7315424302	0.4569140032
480	0.7321237994	0.4567339049
481	0.7323843416	0.4564728388
482	0.7329656645	0.4562697461
483	0.7336772816	0.4560794405
484	0.7342582711	0.4558390244
485	0.7336772816	0.4556233812
486	0.7332265528	0.4554233573
487	0.7326450694	0.4552512562
488	0.7345777778	0.4550020391
489	0.7350275458	0.4547145912
490	0.7348969439	0.4545988874
491	0.7357954545	0.4544667707
492	0.7362442315	0.4543061535
493	0.7363749334	0.4541407367
494	0.7371408301	0.4539740675
495	0.7372715984	0.4537643578
496	0.7374024131	0.4535256063
497	0.7378503015	0.4532540246
498	0.7377194538	0.4529978991
499	0.7375886525	0.4526811476
500	0.7378503015	0.452494993
501	0.7383741569	0.4522281406
502	0.7400318979	0.4519855396
503	0.7410556146	0.4517120831
504	0.7404255319	0.4515593664
505	0.7410556146	0.451406587
506	0.7415014164	0.4511088861
507	0.741370154	0.4508231066
508	0.7419469027	0.4506026357
509	0.7420782439	0.4502196534
510	0.7422096317	0.4499378118
511	0.7420782439	0.4497018849
512	0.7425234472	0.4494114439
513	0.7425234472	0.4491259092
514	0.7426548673	0.4489217265
515	0.7425234472	0.4487788593
516	0.7428369296	0.4485991923
517	0.7429683354	0.4483392734
518	0.7429683354	0.4481998831
519	0.7435443933	0.4479440826
520	0.7441696113	0.4477157608
521	0.7450564972	0.4474656773
522	0.7454994705	0.4473730763
523	0.7453679195	0.4468406925
524	0.7454994705	0.4465605869
525	0.7453679195	0.4463340865
526	0.745631068	0.4462236355
527	0.7454994705	0.4461326811
528	0.7468265162	0.4459092873
529	0.7468265162	0.4457695863
530	0.7466948704	0.4455652432
531	0.7468265162	0.4453056361
532	0.7473999647	0.4451018293
533	0.7473999647	0.4448665432
534	0.7473999647	0.4447039678
535	0.7471365639	0.4444384864
536	0.7472682411	0.4443330259
537	0.7488552307	0.444074031
538	0.7490742373	0.4439084014
539	0.7515407642	0.4436906185
540	0.7509254363	0.4433773752
541	0.7507930913	0.4431076118
542	0.7520704846	0.4429038435
543	0.7520704846	0.4426855419
544	0.7522451136	0.4425154138
545	0.7525519183	0.4423353352
546	0.7528169014	0.4420800527
547	0.7529494629	0.4418082373
548	0.7529494629	0.4416091146
549	0.7533884879	0.4414337299
550	0.754398311	0.4411013875
551	0.7550087873	0.4408637591
552	0.7551415011	0.4406833428
553	0.7547037102	0.4405025539
554	0.7553135429	0.4402533507
555	0.7555789844	0.4398985963
556	0.7551415011	0.4398169758
557	0.7551415011	0.43977027
558	0.7560161602	0.4396067208
559	0.7562818485	0.4394001567
560	0.7567187774	0.4391681115
561	0.7572883737	0.4389580865
562	0.7585601405	0.4386769973
563	0.7588627589	0.438390493
564	0.7585601405	0.4381952947
565	0.7585601405	0.4379056767
566	0.7591292135	0.4374432812
567	0.7589599438	0.4372776006
568	0.7596980867	0.4369752721
569	0.7601333567	0.4367064816
570	0.7602667603	0.4365809232
571	0.7598314607	0.4364231734
572	0.7601333567	0.4359716058
573	0.7605683213	0.4357887961
574	0.7615708275	0.4356068388
575	0.7613038906	0.435360938
576	0.7614373357	0.4351613032
577	0.7624386826	0.43496153
578	0.7624386826	0.4348326267
579	0.7624386826	0.4347082246
580	0.7628721541	0.4346275398
581	0.7630057803	0.4344434728
582	0.7638402242	0.4341845929
583	0.7632731733	0.4340282393
584	0.7642732049	0.4337955833
585	0.7641393801	0.4336038138
586	0.7645720287	0.4333876426
587	0.7645720287	0.4331620243
588	0.7660020986	0.4329033121
589	0.7661064426	0.4326407067
590	0.7661064426	0.4324722734
591	0.7661064426	0.432141117
592	0.766835753	0.4319205407
593	0.7676696991	0.4316798617
594	0.7676696991	0.4315111618
595	0.7676696991	0.4313594223
596	0.7681007345	0.431205856
597	0.7678040245	0.4309472995
598	0.7682350883	0.430763432
599	0.7682350883	0.4306374492
600	0.768934756	0.4304439323
601	0.7690963118	0.4302542266
602	0.7690692792	0.4299919362
603	0.7686384319	0.4299226592
604	0.768907563	0.429708793
605	0.768907563	0.429432245
606	0.7700385019	0.4291503716
607	0.7693384669	0.4288293859
608	0.7694998251	0.428634707
609	0.7704946688	0.4284574601
610	0.7707896576	0.4282678409
611	0.771917569	0.4279880556
612	0.771917569	0.4277086072
613	0.7721872816	0.4276440202
614	0.7714635426	0.427443047
615	0.7714635426	0.4273327461
616	0.7723222086	0.4271142837
617	0.7727510917	0.42684707
618	0.7730446927	0.4266775795
619	0.7730446927	0.4264293112
620	0.7740132728	0.4262330596
621	0.7752965806	0.4259963259
622	0.7757237531	0.425860303
623	0.7757237531	0.4255608225
624	0.7759944173	0.4254929067
625	0.7759944173	0.4252490375
626	0.7761298203	0.4251976289
627	0.7771189397	0.4250023937
628	0.7771189397	0.424895497
629	0.7761298203	0.4247077374
630	0.776692254	0.4244951236
631	0.7771189397	0.4242230205
632	0.7772544915	0.4240556772
633	0.7772544915	0.4238805299
634	0.7771189397	0.4236792748
635	0.7780879274	0.4234728151
636	0.7782236957	0.4231816499
637	0.7783595113	0.4231228275
638	0.7786499215	0.4228037769
639	0.7784953744	0.4226185423
640	0.7790575916	0.4224073866
641	0.780334728	0.4222417676
642	0.780334728	0.4220218199
643	0.7804707934	0.4219305347
644	0.781168265	0.421719189
645	0.7808792742	0.4214857273
646	0.7808792742	0.4212569506
647	0.7822903957	0.421026854
648	0.7827147587	0.4207642346
649	0.7827147587	0.4205908816
650	0.7822903957	0.42041904
651	0.7829876242	0.4202087461
652	0.7836990596	0.4199512775
653	0.7843956809	0.4197207227
654	0.7849555981	0.4194572545
655	0.7851052723	0.4192196894
656	0.785664579	0.4190239033
657	0.7850923023	0.4188345385
658	0.785664579	0.4186633837
659	0.786908078	0.4184791255
660	0.7870563674	0.4183619724
661	0.7878998609	0.418132279
662	0.7877629063	0.4176197621
663	0.7883211679	0.4173866983
664	0.7881841877	0.4172293847
665	0.7887421821	0.4170425894
666	0.7887421821	0.4168441294
667	0.7894371091	0.4166310898
668	0.7895742832	0.4164619621
669	0.7887421821	0.4162792571
670	0.7902777778	0.4160573053
671	0.7901320361	0.4158013621
672	0.7901406006	0.4156045017
673	0.7901406006	0.415493485
674	0.7908269632	0.4152605342
675	0.7913844016	0.4150826233
676	0.7922235723	0.4148891056
677	0.7920860812	0.4146232302
678	0.7926363321	0.4144353897
679	0.7930555556	0.4142577136
680	0.7930555556	0.4142087165
681	0.7933368037	0.4139809591
682	0.7930555556	0.4138681517
683	0.7930555556	0.413644084
684	0.7926427208	0.4134484428
685	0.7927802846	0.4132990713
686	0.7929178962	0.4130860551
687	0.7929178962	0.4129806442
688	0.7933368037	0.4127652113
689	0.7933368037	0.4125775711
690	0.7937554206	0.4123366953
691	0.7937554206	0.4120973836
692	0.7945870923	0.4119103366
693	0.7950052029	0.4117665217
694	0.7951431049	0.4117039353
695	0.7950052029	0.4115182286
696	0.7947249696	0.4114033588
697	0.7951431049	0.4112273234
698	0.7951431049	0.4110206019
699	0.7952810548	0.4108930088
700	0.7959750173	0.4107094487
701	0.7959750173	0.410517994
702	0.7952769578	0.4102910478
703	0.7956951918	0.4101551761
704	0.7959750173	0.4100018796
705	0.7959750173	0.4098695257
706	0.7959750173	0.4096685297
707	0.7963926465	0.4094817394
708	0.7973652279	0.4092885076
709	0.7972270364	0.4091390032
710	0.7983382378	0.4088347643
711	0.7979220779	0.4086766858
712	0.7977839335	0.4085399437
713	0.7984764543	0.4082534103
714	0.7980602702	0.4081354758
715	0.7980602702	0.4079922623
716	0.7981985103	0.407775577
717	0.7976437976	0.4075899344
718	0.7984764543	0.4073987778
719	0.7997235182	0.4071265142
720	0.7993085566	0.4069706613
721	0.7997235182	0.4067738602
722	0.7998617352	0.4066581303
723	0.7998617352	0.4064466083
724	0.8001383126	0.4062366187
725	0.7998616156	0.4060830122
726	0.8006914434	0.4059499902
727	0.801244383	0.4057977235
728	0.8011068834	0.4056275376
729	0.8011068834	0.4055228136
730	0.8011068834	0.4053863429
731	0.8013828868	0.4052115533
732	0.8006914434	0.4050222309
733	0.8011059271	0.4049014554
734	0.8006914434	0.404698952
735	0.800967519	0.4045482732
736	0.8022091819	0.4043091858
737	0.802347661	0.4040995188
738	0.8028995513	0.4038709826
739	0.8030381495	0.4037344504
740	0.8027610009	0.4035914887
741	0.8033154896	0.403421291
742	0.803728638	0.4032622788
743	0.80428029	0.4030720911
744	0.8044153156	0.4028252997
745	0.8051052087	0.4025990826
746	0.8057951018	0.4024635368
747	0.8055220017	0.4023483343
748	0.8056610287	0.4021395804
749	0.8060731539	0.4019070992
750	0.8059341038	0.4017404392
751	0.8066241159	0.4015565808
752	0.8062122519	0.4014037024
753	0.8052486188	0.4012090708
754	0.8058001036	0.4010279863
755	0.8058001036	0.4008567925
756	0.8058001036	0.4007453079
757	0.8060731539	0.4004974949
758	0.8062122519	0.4001234213
759	0.8064905921	0.399955702
760	0.8064905921	0.3998535084
761	0.8071810806	0.3996828921
762	0.8071810806	0.3995722961
763	0.8069025022	0.3993911257
764	0.8071748879	0.3992505143
765	0.8070417673	0.3990959348
766	0.8077254699	0.3989059342
767	0.8081435473	0.3987290087
768	0.807314128	0.3984621022
769	0.8075862069	0.3983138631
770	0.8082687339	0.3981028488
771	0.8085473031	0.3978932842
772	0.8085473031	0.397695254
773	0.8103270224	0.3974769907
774	0.8097863542	0.3973159468
775	0.811164714	0.3971485117
776	0.8108852911	0.3969673497
777	0.8112947658	0.3967123496
778	0.8114246387	0.3964785809
779	0.8107456518	0.3963371579
780	0.8107456518	0.3962873551
781	0.8114344756	0.3961020821
782	0.8117140396	0.3959453428
783	0.8118538939	0.3957537813
784	0.8124031008	0.3955950058
785	0.8135009471	0.3953781552
786	0.8141775637	0.3951874943
787	0.8139094509	0.3949887585
788	0.8137693632	0.3947938356
789	0.8135009471	0.3946161067
790	0.8134893324	0.3944292187
791	0.814189771	0.3942877933
792	0.8144578313	0.3941128647
793	0.8139094509	0.3939052913
794	0.8144578313	0.3938059046
795	0.8143176734	0.3933620962
796	0.8145854833	0.3932587819
797	0.8144453998	0.3932256534
798	0.8143053645	0.393075573
799	0.8147129598	0.3929149207
800	0.8155406567	0.3927818503
801	0.8160741886	0.3926545814
802	0.8164806867	0.3925413455
803	0.8166208791	0.3923576123
804	0.8169014085	0.3922237268
805	0.8175733654	0.3920680789
806	0.8179945055	0.3918808361
807	0.8179945055	0.3917015957
808	0.8179945055	0.3915129365
809	0.818134982	0.39135264
810	0.818134982	0.3911439651
811	0.8184002746	0.3910001407
812	0.8185248714	0.3907296656
813	0.8185248714	0.3907001942
814	0.8187896451	0.3905194871
815	0.8187896451	0.3904797862
816	0.8189300412	0.3903988104
817	0.8202843927	0.3901168833
818	0.820829051	0.3899743192
819	0.8212328767	0.389839672
820	0.821777093	0.3896927356
821	0.8215142172	0.3895321325
822	0.8215142172	0.389495772
823	0.8219178082	0.3892929836
824	0.8219178082	0.3892453299
825	0.8221993834	0.3891329151
826	0.8211103496	0.3889067105
827	0.8213918409	0.388716438
828	0.821532659	0.3885251493
829	0.8220774769	0.3883102941
830	0.8220774769	0.3882322976
831	0.8211284514	0.3881087861
832	0.8218144401	0.3879799568
833	0.822622108	0.387737745
834	0.8222184125	0.3875782164
835	0.8235697157	0.3873171916
836	0.8239520958	0.3870677705
837	0.8239726027	0.3868992331
838	0.8254620123	0.3867001583
839	0.8254620123	0.3865518163
840	0.8252011642	0.3863792179
841	0.8266894782	0.3861590625
842	0.8262878658	0.3860159949
843	0.8276333789	0.3857998913
844	0.8266894782	0.3856019742
845	0.8266894782	0.3854395381
846	0.8266894782	0.3852862242
847	0.8268309377	0.385166001
848	0.8272322956	0.3850051247
849	0.8270908158	0.3848875538
850	0.8276333789	0.3847114305
851	0.827491879	0.384525254
852	0.828293183	0.3843154928
853	0.8286934244	0.3842005556
854	0.8286934244	0.3841250932
855	0.8290933925	0.3838761627
856	0.8293515358	0.3836902082
857	0.8292100324	0.3832864968
858	0.8302916596	0.3831001953
859	0.830059778	0.382892548
860	0.830059778	0.3826863504
861	0.8307429547	0.3824684643
862	0.831142223	0.3823914278
863	0.8315412186	0.3821917098
864	0.8316561487	0.3820319567
865	0.8317980212	0.3818778887
866	0.8315412186	0.3816926593
867	0.8318251665	0.3815660734
868	0.8317980212	0.3814137399
869	0.8323383933	0.3812264407
870	0.8324803821	0.3810219471
871	0.8330206379	0.3808613894
872	0.8327645051	0.3806674764
873	0.8326224194	0.380561393
874	0.8331627431	0.3803760274
875	0.8333048968	0.3802977711
876	0.8330206379	0.3800480795
877	0.8331627431	0.379870809
878	0.8330206379	0.3798131239
879	0.8330206379	0.3796470209
880	0.8334185848	0.3795306597
881	0.8335607094	0.379382752
882	0.8339584044	0.379264478
