iter	Passed	Remaining
214	1673	6109
215	1679	6096
216	1686	6084
217	1692	6071
218	1699	6059
219	1704	6044
220	1711	6031
221	1717	6018
222	1723	6005
223	1730	5995
224	1736	5981
225	1742	5967
226	1748	5954
227	1755	5942
228	1761	5932
229	1767	5917
230	1773	5904
231	1779	5890
232	1786	5881
233	1793	5870
234	1801	5865
235	1807	5852
236	1813	5838
237	1819	5826
238	1826	5816
239	1832	5803
240	1838	5790
241	1844	5776
242	1852	5769
243	1862	5772
244	1872	5771
245	1882	5771
246	1893	5771
247	1903	5771
248	1915	5775
249	1926	5779
250	1935	5776
251	1946	5778
252	1957	5781
253	1968	5781
254	1975	5771
255	1981	5760
256	1987	5746
257	1993	5734
258	1999	5721
259	2005	5708
260	2012	5698
261	2018	5685
262	2025	5676
263	2031	5664
264	2037	5651
265	2044	5642
266	2050	5629
267	2057	5620
268	2063	5608
269	2069	5595
270	2075	5584
271	2084	5578
272	2090	5567
273	2096	5554
274	2102	5542
275	2109	5534
276	2117	5526
277	2125	5521
278	2136	5522
279	2143	5513
280	2149	5500
281	2156	5489
282	2167	5491
283	2179	5493
284	2189	5494
285	2197	5485
286	2205	5478
287	2212	5471
288	2222	5468
289	2229	5457
290	2237	5452
291	2246	5445
292	2257	5447
293	2264	5438
294	2273	5433
295	2280	5425
296	2288	5417
297	2297	5412
298	2306	5407
299	2319	5411
300	2328	5408
301	2338	5405
302	2346	5397
303	2356	5395
304	2366	5393
305	2374	5385
306	2384	5382
307	2393	5377
308	2401	5369
309	2408	5360
310	2416	5353
311	2426	5350
312	2438	5351
313	2449	5350
314	2455	5338
315	2460	5326
316	2467	5316
317	2473	5305
318	2480	5294
319	2487	5285
320	2493	5274
321	2500	5264
322	2506	5253
323	2512	5242
324	2518	5230
325	2524	5219
326	2531	5209
327	2537	5198
328	2543	5187
329	2549	5177
330	2556	5166
331	2562	5156
332	2568	5145
333	2574	5133
334	2581	5125
335	2587	5114
336	2595	5106
337	2601	5095
338	2607	5084
339	2614	5075
340	2620	5064
341	2626	5052
342	2633	5044
343	2639	5032
344	2646	5024
345	2652	5013
346	2658	5002
347	2665	4993
348	2671	4982
349	2678	4974
350	2684	4963
351	2690	4952
352	2698	4946
353	2704	4935
354	2712	4928
355	2718	4917
356	2724	4906
357	2730	4896
358	2736	4886
359	2743	4876
360	2749	4866
361	2756	4858
362	2763	4849
363	2769	4838
364	2778	4833
365	2785	4825
366	2793	4818
367	2800	4809
368	2806	4799
369	2812	4788
370	2818	4778
371	2825	4769
372	2831	4759
373	2837	4749
374	2843	4739
375	2849	4729
376	2856	4720
377	2862	4710
378	2868	4700
379	2875	4692
380	2881	4681
381	2887	4671
382	2894	4662
383	2899	4651
384	2906	4643
385	2912	4633
386	2918	4623
387	2925	4614
388	2931	4604
389	2939	4597
390	2945	4587
391	2951	4577
392	2958	4569
393	2965	4561
394	2972	4553
395	2978	4543
396	2984	4533
397	2991	4524
398	2996	4514
399	3004	4506
400	3010	4496
401	3017	4488
402	3023	4479
403	3029	4469
404	3036	4461
405	3042	4451
406	3048	4441
407	3055	4433
408	3061	4423
409	3068	4415
410	3074	4405
411	3080	4396
412	3088	4389
413	3095	4381
414	3103	4374
415	3109	4365
416	3115	4355
417	3121	4346
418	3127	4337
419	3135	4330
420	3141	4320
421	3147	4310
422	3153	4301
423	3159	4291
424	3166	4284
425	3172	4274
426	3178	4265
427	3185	4257
428	3191	4247
429	3199	4241
430	3205	4232
431	3211	4222
432	3217	4213
433	3224	4205
434	3232	4198
435	3239	4190
436	3245	4181
437	3251	4172
438	3257	4162
439	3264	4155
440	3270	4145
441	3277	4137
442	3284	4129
443	3289	4119
444	3297	4112
445	3303	4103
446	3309	4094
447	3316	4085
448	3322	4076
449	3329	4068
450	3335	4059
451	3340	4050
452	3347	4042
453	3354	4033
454	3360	4025
455	3373	4024
456	3385	4023
457	3401	4025
458	3416	4027
459	3429	4026
460	3444	4027
461	3456	4024
462	3468	4022
463	3480	4020
464	3495	4021
465	3513	4026
466	3530	4029
467	3541	4025
468	3550	4019
469	3562	4017
470	3574	4014
471	3587	4012
472	3599	4010
473	3612	4008
474	3624	4006
475	3635	4002
476	3647	3999
477	3661	3998
478	3673	3995
479	3684	3992
480	3696	3988
481	3709	3986
482	3721	3982
483	3732	3978
484	3745	3976
485	3760	3976
486	3773	3974
487	3788	3975
488	3801	3972
489	3813	3969
490	3825	3965
491	3837	3961
492	3848	3958
493	3861	3955
494	3873	3951
495	3883	3946
496	3895	3942
497	3906	3937
498	3918	3933
499	3930	3930
500	3942	3926
501	3953	3922
502	3965	3917
503	3976	3913
504	3987	3908
505	3995	3900
506	4004	3894
507	4010	3884
508	4017	3875
509	4023	3865
510	4029	3856
511	4036	3846
512	4041	3837
513	4048	3827
514	4054	3818
515	4060	3808
516	4067	3800
517	4074	3791
518	4083	3784
519	4089	3774
520	4096	3766
521	4102	3756
522	4108	3746
523	4114	3737
524	4120	3728
525	4126	3718
526	4133	3709
527	4139	3700
528	4144	3690
529	4151	3681
530	4157	3671
531	4164	3663
532	4170	3653
533	4176	3644
534	4183	3636
535	4189	3627
536	4196	3618
537	4202	3609
538	4208	3599
539	4216	3591
540	4221	3581
541	4229	3573
542	4235	3564
543	4241	3555
544	4248	3546
545	4254	3537
546	4261	3529
547	4267	3520
548	4273	3510
549	4280	3502
550	4286	3493
551	4295	3486
552	4301	3476
553	4308	3468
554	4314	3459
555	4321	3451
556	4327	3442
557	4333	3432
558	4340	3423
559	4348	3416
560	4355	3408
561	4361	3399
562	4367	3390
563	4373	3381
564	4380	3372
565	4386	3363
566	4393	3355
567	4399	3346
568	4405	3337
569	4413	3329
570	4419	3320
571	4426	3311
572	4432	3302
573	4437	3293
574	4445	3285
575	4451	3277
576	4459	3268
577	4464	3259
578	4470	3250
579	4476	3241
580	4482	3232
581	4489	3224
582	4508	3224
583	4514	3215
584	4521	3207
585	4527	3198
586	4532	3189
587	4540	3181
588	4545	3172
589	4554	3165
590	4560	3156
591	4566	3147
592	4573	3139
593	4580	3130
594	4586	3121
595	4592	3112
596	4598	3104
597	4605	3095
598	4612	3087
599	4618	3079
600	4624	3070
601	4630	3061
602	4637	3053
603	4643	3044
604	4650	3036
605	4656	3027
606	4662	3018
607	4669	3010
608	4675	3001
609	4681	2993
610	4687	2984
611	4693	2975
612	4699	2966
613	4705	2958
614	4712	2950
615	4719	2942
616	4725	2933
617	4731	2924
618	4739	2916
619	4746	2909
620	4754	2901
621	4760	2892
622	4766	2884
623	4771	2875
624	4778	2867
625	4786	2859
626	4792	2850
627	4798	2842
628	4803	2833
629	4811	2825
630	4819	2818
631	4825	2809
632	4831	2801
633	4837	2792
634	4844	2784
635	4852	2776
636	4857	2768
637	4863	2759
638	4869	2751
639	4877	2743
640	4885	2736
641	4891	2727
642	4897	2719
643	4903	2710
644	4909	2702
645	4918	2695
646	4924	2686
647	4930	2678
648	4936	2669
649	4942	2661
650	4950	2653
651	4956	2645
652	4962	2637
653	4968	2628
654	4975	2620
655	4983	2613
656	4989	2604
657	4995	2596
658	5001	2587
659	5009	2580
660	5015	2572
661	5021	2564
662	5028	2555
663	5033	2547
664	5040	2539
665	5048	2531
666	5056	2524
667	5063	2516
668	5070	2508
669	5077	2500
670	5084	2492
671	5090	2484
672	5098	2477
673	5110	2471
674	5119	2465
675	5130	2459
676	5141	2453
677	5152	2446
678	5159	2439
679	5166	2431
680	5174	2424
681	5185	2418
682	5197	2412
683	5208	2406
684	5220	2400
685	5231	2394
686	5241	2387
687	5250	2380
688	5260	2374
689	5269	2367
690	5277	2359
691	5285	2352
692	5296	2346
693	5307	2340
694	5319	2334
695	5329	2327
696	5340	2321
697	5347	2313
698	5360	2308
699	5367	2300
700	5377	2293
701	5385	2286
702	5393	2278
703	5400	2270
704	5408	2263
705	5414	2254
706	5421	2246
707	5427	2238
708	5433	2230
709	5443	2223
710	5449	2215
711	5456	2206
712	5462	2198
713	5469	2190
714	5475	2182
715	5481	2174
716	5487	2165
717	5493	2157
718	5500	2149
719	5506	2141
720	5513	2133
721	5520	2125
722	5528	2117
723	5534	2109
724	5540	2101
725	5546	2093
726	5552	2084
727	5559	2077
728	5564	2068
729	5571	2060
730	5577	2052
731	5583	2044
732	5589	2035
733	5595	2027
734	5602	2019
735	5608	2011
736	5614	2003
737	5621	1995
738	5627	1987
739	5634	1979
740	5640	1971
741	5646	1963
742	5652	1955
743	5658	1946
744	5664	1938
745	5670	1930
746	5677	1922
747	5683	1914
748	5690	1907
749	5697	1899
750	5703	1890
751	5709	1883
752	5721	1876
753	5728	1868
754	5734	1860
755	5740	1852
756	5746	1844
757	5753	1836
758	5759	1828
759	5766	1821
760	5772	1812
761	5778	1804
762	5784	1796
763	5791	1789
764	5798	1781
765	5804	1773
766	5810	1765
767	5816	1757
768	5823	1749
769	5829	1741
770	5836	1733
771	5842	1725
772	5848	1717
773	5854	1709
774	5861	1701
775	5867	1693
776	5873	1685
777	5879	1677
778	5885	1669
779	5893	1662
780	5899	1654
781	5905	1646
782	5913	1638
783	5919	1630
784	5925	1622
785	5931	1614
786	5938	1607
787	5944	1599
788	5951	1591
789	5957	1583
790	5963	1575
791	5969	1567
792	5975	1559
793	5981	1551
794	5987	1544
795	5994	1536
796	6000	1528
797	6011	1521
798	6024	1515
799	6039	1509
800	6050	1503
801	6061	1496
802	6071	1489
803	6082	1482
804	6094	1476
805	6102	1468
806	6113	1462
807	6123	1455
808	6131	1447
809	6141	1440
810	6152	1433
811	6164	1427
812	6175	1420
813	6184	1413
814	6196	1406
815	6207	1399
816	6218	1392
817	6228	1385
818	6239	1378
819	6249	1371
820	6260	1364
821	6270	1357
822	6281	1351
823	6292	1344
824	6302	1336
825	6314	1330
826	6325	1323
827	6335	1316
828	6344	1308
829	6354	1301
830	6364	1294
831	6374	1287
832	6385	1280
833	6396	1273
834	6406	1266
835	6417	1258
836	6428	1251
837	6440	1245
838	6455	1238
839	6467	1231
840	6481	1225
841	6491	1218
842	6502	1211
843	6513	1203
844	6523	1196
845	6533	1189
846	6543	1181
847	6551	1174
848	6557	1166
849	6563	1158
850	6569	1150
851	6576	1142
852	6583	1134
853	6589	1126
854	6594	1118
855	6602	1110
856	6608	1102
857	6614	1094
858	6620	1086
859	6626	1078
860	6633	1070
861	6639	1062
862	6646	1055
863	6652	1047
864	6658	1039
865	6665	1031
866	6671	1023
867	6677	1015
868	6683	1007
869	6689	999
870	6697	991
871	6706	984
872	6713	976
873	6718	968
874	6724	960
875	6731	952
876	6737	944
877	6745	937
878	6751	929
879	6757	921
880	6764	913
881	6769	905
882	6776	897
883	6782	890
884	6788	882
885	6795	874
886	6801	866
887	6807	858
888	6814	850
889	6821	843
890	6828	835
891	6834	827
892	6840	819
893	6847	811
894	6852	803
895	6860	796
896	6866	788
897	6872	780
898	6879	772
899	6885	765
900	6892	757
901	6898	749
902	6904	741
903	6912	734
904	6917	726
905	6925	718
906	6931	710
907	6937	702
908	6944	695
909	6950	687
910	6957	679
911	6963	671
912	6969	664
913	6976	656
914	6982	648
915	6990	641
916	6996	633
917	7002	625
918	7011	617
919	7017	610
920	7026	602
921	7034	595
922	7041	587
923	7048	579
924	7055	572
925	7060	564
926	7066	556
927	7075	548
928	7081	541
929	7087	533
930	7093	525
931	7099	518
932	7106	510
933	7112	502
934	7119	494
935	7125	487
936	7131	479
937	7138	471
938	7144	464
939	7151	456
940	7157	448
941	7163	441
942	7169	433
943	7175	425
944	7181	417
945	7187	410
946	7193	402
947	7199	394
948	7206	387
949	7212	379
950	7219	371
951	7225	364
952	7230	356
953	7238	349
954	7245	341
955	7251	333
956	7257	326
957	7263	318
958	7270	310
959	7275	303
960	7282	295
961	7288	287
962	7294	280
963	7300	272
964	7306	265
965	7313	257
966	7319	249
967	7325	242
968	7331	234
969	7337	226
970	7344	219
971	7350	211
972	7357	204
973	7362	196
974	7369	188
975	7376	181
976	7382	173
977	7388	166
978	7394	158
979	7401	151
980	7408	143
981	7415	135
982	7421	128
983	7427	120
984	7433	113
985	7439	105
986	7446	98
987	7452	90
988	7458	82
989	7465	75
990	7470	67
991	7477	60
992	7483	52
993	7489	45
994	7495	37
995	7501	30
996	7508	22
997	7516	15
998	7522	7
999	7528	0
